Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"7375"	"2000.3.614"		"Clothing/Personal Artifacts"		"Black and white dress. Dress V-neck; long sleeves; A-Line style; large black triangles on each side; black cuffs, one side of V-neck is black, symmetrical/geometric black and white. Hankie in pocket. Her pin marks are obvious at collar."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"49 1/2  x 53 1/2  inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Two  labels: yellow on white and red on white; Labels read: Made in Italy for Lord & Taylor; Made in Italy by Emilio, Capri, S.R.L., Florence, 44 - sewn at neck."	"Copyright Not Evaluated"	"Designer: Emilio Pucci; Business: Lord & Taylor"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Emilio Pucci, Lord & Taylor"	"Designer: Emilio Pucci; Business: Lord & Taylor"	"Dress, ca. 1954"	"Cotton, 49 1/2 x 53 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.614]"	"780235"	"780235, 780075, 780074"	"Emilio Pucci, Lord & Taylor. Dress, ca. 1954. Cotton, 49 1/2 x 53 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.614]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7376"	"2000.3.615"		"Clothing/Personal Artifacts"		"Haori kimono style jacket, sheer open weave, 3/4 length, black silk."	"Gift of Juan and Anna Marie Hamilton      "	"Silk"	"silk"	"42 1/8 x 48 3/8 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"none"	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Haori jacket, ca. 1950s"	"Silk, 42 1/8 x 48 3/8 inches"	"Georgia O'Keeffe Museum"		"[2000.3.615]"	"780076"	"780076, 780236"	"Unknown. Haori jacket, ca. 1950s. Silk, 42 1/8 x 48 3/8 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.615]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7377"	"2000.3.617"		"Clothing/Personal Artifacts"		"Denim jeans, side snap side zipper, waist band white snap, plastic pearl button on pockets. Front pockets with button closures, two button loops on front.  Three button loops and pleats on back."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"37 1/2 x 22 1/2 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Label: ""Levi's, Authentic Denim Western Wear, Levi Strauss of California, Sanforized""."	"Copyright Not Evaluated"	"Manufacturer: Levi Strauss and Company; Levi's"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Levi Strauss and Company, Levi's"	"Manufacturer: Levi Strauss and Company; Levi's"	"Pants; Denim Jeans, 1950s"	"Cotton, 37 1/2 x 22 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.617]"	"780237"	"780237, 780080"	"Levi Strauss and Company, Levi's. Pants; Denim Jeans, 1950s. Cotton, 37 1/2 x 22 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.617]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7378"	"2000.3.618"		"Clothing/Personal Artifacts"		"Pants, Jeans; Medium Blue denim; wide leg; copper stud buttons outlining long pockets; ""Bedalzled-look""  pockets, well worn; three metal colored buttons on left waist hem; one left rear pocket with no stitching embellishment."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"40 x 27 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Pants, Denim Jeans, ca. 1940-1970"	"Cotton, 40 x 27 inches"	"Georgia O'Keeffe Museum"		"[2000.3.618]"	"780238"	"780238, 780082, 780081"	"Unknown. Pants, Denim Jeans, ca. 1940-1970. Cotton, 40 x 27 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.618]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"7379"	"2000.3.619"		"Clothing/Personal Artifacts"		"Cream silk bolero jacket; wide tie at collar no buttons, waist length jacket.  Goes with 2000.3.620. Piping technique sewn on neck tie at cuffs."	"Gift of Juan and Anna Marie Hamilton      "	"Silk"	"silk"	"18 1/2 x 54  inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Jacket, Bolero, ca. 1920s"	"Silk, 18 1/2 x 54 inches"	"Georgia O'Keeffe Museum"		"[2000.3.619]"	"780083"	"780083, 780239"	"Unknown. Jacket, Bolero, ca. 1920s. Silk, 18 1/2 x 54 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.619]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"7380"	
"Georgia O'Keeffe Museum (Santa Fe)"	"738"	"2006.5.282"	"1362, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Sketch. Untitled (Road), winding road through hills."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"11 7/8 x 9 inches"	"Nov 25 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Verso: another work, see cat. no. 1363"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Road), 1959"	"Graphite on paper, 11 7/8 x 9 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.282]"	"725959"	"725959, "	"Georgia O'Keeffe. Untitled (Road), 1959. Graphite on paper, 11 7/8 x 9 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.282]"	"1362"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7380"	"2000.3.620"		"Clothing/Personal Artifacts"		"Cream silk V-shaped front and back; front and back straps sewn together. Seven (7) glass round ball buttons and snaps at right side waist. Slightly full skirt gathered at waist. Edge of neck, scalloped neckline. Lined to hips (double skirt) cream, not white.  Goes with 2000.3.619"	"Gift of Juan and Anna Marie Hamilton      "	"Silk"	"silk"	"49 x15 1/2 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Dress, ca. 1920s"	"Silk, 49 x15 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.620]"	"780240"	"780240, 780084"	"Unknown. Dress, ca. 1920s. Silk, 49 x15 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.620]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"7379"	
"Georgia O'Keeffe Museum (Santa Fe)"	"7381"	"2000.3.623"		"Clothing/Personal Artifacts"		"Scarf, black ground white concentric/circular patterns. White stripe around perimeter. Made in Italy."	"Gift of Juan and Anna Marie Hamilton      "	"Polyester"	"polyester"	"26 x 27 1/2  inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"""100% Polyester/R.N. 14750/Made in Italy"" Flipside: ""Machine Wash Separately/Warm, Dry Flat, Keep Away From Heat, Cool Iron."""	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Scarf, 1960s-1970s"	"Polyester, 26 x 27 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.623]"	"780085"	"780085, 780243"	"Unknown. Scarf, 1960s-1970s. Polyester, 26 x 27 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.623]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"7382"	"2000.3.624"		"Clothing/Personal Artifacts"		"Scarf, polyester, white with pattern of black ground with concentric half circular designs. Made in Italy."	"Gift of Juan and Anna Marie Hamilton      "	"Polyester"	"polyester"	"26 1/2  x 26 1/2 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"""RN14750/Texture/Made in Italy/100% Polyester"" and Laundry Instructions."""	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Scarf, 1960s-1970s"	"Polyester, 26 1/2 x 26 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.624]"	"780086"	"780086, 780244"	"Unknown. Scarf, 1960s-1970s. Polyester, 26 1/2 x 26 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.624]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"7383"	"2000.3.355a-b"		"Clothing/Personal Artifacts"		"a: Black Dress with white trim on sleeves, neckline, collar, same fabric tie and silk at front neckline. b: Pleated belt same fabric shaped to sit over  hips with 6 knotted buttons with loop button holes; custom-made, no label. a: wool gauze gives it transparency; collar and sleeves hand-made as part of the dress. Snaps down middle white ties attached with hooks and eyes, meant to hang down. Seam bindings in shoulder, 1930s. ^ ^a-b: Two woven buttons per cuff, belt has identical fasteners as sleeve cuffs."	"Gift of Juan and Anna Marie Hamilton      "	"Wool and silk"	"wool, silk, silk"	"Dress: 55 1/2  x 16 1/2  inches ^Belt: 33  x 3 1/2  inches"	"Aug 28 2019"	"2"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", , "	"Unknown"	"Unknown"	"Dress and Belt, 1930s"	"Wool and silk, Dress: 55 1/2 x 16 1/2 inches ^Belt: 33 x 3 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.355a-b]"	"779745"	"779745, 779746"	"Unknown. Dress and Belt, 1930s. Wool and silk, Dress: 55 1/2 x 16 1/2 inches ^Belt: 33 x 3 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.355a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"739"	"2006.5.283"	"1363, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Untitled (Road), landscape sketch of a single winding road from the lower left corner to the upper right corner of paper.  The road starts our thin, thickens and thin again."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	" 9 x 11 7/8 inches"	"Aug 28 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"See cat. no. 1368. Verso of cat. no. 1362."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Road), 1959"	"Graphite on paper, 9 x 11 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.283]"	"725961"	"725961, "	"Georgia O'Keeffe. Untitled (Road), 1959. Graphite on paper, 9 x 11 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.283]"	"1363"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7396"	"2006.5.518"	"1664, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical abstract: beige background with two green vertical columns surrounding a red circle"	"Gift of The Georgia O'Keeffe Foundation      "	"Watercolor on paper"	"Watercolor, Paper"	"15 1/2 x 11 inches"	"Aug 28 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Abstraction Green Lines and Red Circle), 1970s"	"Watercolor on paper, 15 1/2 x 11 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.518]"	"726351"	"726351, "	"Georgia O'Keeffe. Untitled (Abstraction Green Lines and Red Circle), 1970s. Watercolor on paper, 15 1/2 x 11 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.518]"	"1664"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"74"	"1997.6.31"	"670, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite drawing of a cross that fills most of the page rising from a landscape in the lower portion of the paper."	"Gift of The Burnett Foundation      "	"Graphite on paper"	"Graphite, Paper"	"9 15/16 x 6 5/8 inches"	"Nov 20 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Private collection, Santa Fe, N.Mex., gift, 1975 ^(Lois Sarkisian Gallery, Los Angeles, Calif.) ^(Owings-Dewey Fine Art, Santa Fe, N.Mex.) ^The Burnett Foundation, Fort Worth, Tex., 1996         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Cross), 1929"	"Graphite on paper, 9 15/16 x 6 5/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[1997.6.31]"	"725603"	"725603, "	"Georgia O'Keeffe. Untitled (Cross), 1929. Graphite on paper, 9 15/16 x 6 5/8 inches. Georgia O'Keeffe Museum. Gift of The Burnett Foundation. © Georgia O'Keeffe Museum. [1997.6.31]"	"670"	"1997 Santa Fe (O'Keeffe) Inaugural ^1998 Santa Fe (O'Keeffe) Permanent ^2003 Santa Fe (O'Keeffe) Permanent Collection (Stieglitz / Frames of Preference) ^2004 Santa Fe (O'Keeffe) Permanent Collection (Frames of Preference / Maria Chabot / Sense of Place) ^2004 Santa Fe (O'Keeffe) Permanent Collection (In the American Grain) ^2005 Santa Fe (O'Keeffe) Permanent Collection (Photography of Charles Sheeler)"	"Inaugural Catalogue: The Georgia O'Keeffe Museum; Peter Hassrick; 1997"		"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"740"	"2006.5.284"	"1365, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Sketch. Unntitled (Road).  Road winds up from left central area to the upper right corner.  The lower left corner of paper is torn."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"11 7/8 x 9 inches"	"Nov 25 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Road), 1959"	"Graphite on paper, 11 7/8 x 9 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.284]"	"725962"	"725962, "	"Georgia O'Keeffe. Untitled (Road), 1959. Graphite on paper, 11 7/8 x 9 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.284]"	"1365"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7403"	"2006.7.660"		"Clothing/Personal Artifacts"		"Round wooden buckle with wooden ball in center."	"Gift of The Georgia O'Keeffe Foundation      "	"Wood"	"wood"	"3 x 3 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Buckle, 20th Century"	"Wood, 3 x 3 inches"	"Georgia O'Keeffe Museum"		"[2006.7.660]"	"778774"	"778774"	"Unknown. Buckle, 20th Century. Wood, 3 x 3 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.7.660]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"741"	"2006.5.285"	"1367, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite sketch of road with center line. on medium thick, white, smooth wove paper*"	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"5 x 7 1/4 inches"	"Nov 25 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Road), 1959"	"Graphite on paper, 5 x 7 1/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.285]"	"725964"	"725964, "	"Georgia O'Keeffe. Untitled (Road), 1959. Graphite on paper, 5 x 7 1/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.285]"	"1367"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"742"	"2006.5.4"	"7, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Watercolor study of green teapot with yellow flowers. The teapot is positioned on a flat surface slightly to the right of the center of the page, the yellow flowers are placed in the teapot, which serves as a makeshift vase. The teapot lid is lying to the left of the teapot. The background is done in a dark gray green and the flat surface in the foreground is a light tan color."	"Gift of The Georgia O'Keeffe Foundation      "	"Watercolor on paper"	"Watercolor, Paper"	"12 1/4 x 16 3/4 inches"	"Nov 20 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Verso: ""Georgia O'Keeffe/Done as a study at/C.E.I. Chatham, Virginia"" (unidentified hand/graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Teapot and Flowers), 1903-1905"	"Watercolor on paper, 12 1/4 x 16 3/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.4]"	"725163"	"725163, "	"Georgia O'Keeffe. Untitled (Teapot and Flowers), 1903-1905. Watercolor on paper, 12 1/4 x 16 3/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.4]"	"7"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7425"	"2016.2.1"		"Photographs/Visual Works"		"Landscape; water, hills / mesa, and snow; the Rio Grande river surrounded by a snow covered  high desert landscape near Taos."	"Museum Purchase      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	" 5 3/4 x 9 1/2 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"The artist's signature and date are handwritten in pencil on the front of the photograph, located in the lower right and lower left corners. ^Handwritten in pencil on the back of the photograph is the ID number, the title, the date, the artist proof set (number), the print date in parenthesis with artist’s initials, and the signature."	"Copyright, Copyright"	"Photographer: Myron Wood"	"Estate of Neil Schauf, a Santa Fe print and photography dealer that was a personal friend of Myron Wood and Margaret Wood (one of O'Keeffe's caretakers and author of several books based on her experiences).  The photographs were acquired from Myron Wood by Mr. Schauf.         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/, http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Myron Wood"	"Photographer: Myron Wood"	"The Gorge, Mar 1980, 1984"	"Gelatin silver print, 5 3/4 x 9 1/2 inches"	"Georgia O'Keeffe Museum"	"© Pikes Peak Library District (Colorado Springs)"	"[2016.2.1]"			"Myron Wood. The Gorge, Mar 1980, 1984. Gelatin silver print, 5 3/4 x 9 1/2 inches. Georgia O'Keeffe Museum. Museum Purchase. © Pikes Peak Library District (Colorado Springs). [2016.2.1]"			"O'Keeffe At Abiquiu; Myron Wood (Colorado Springs); 1995"		
